iter	RMSE
409	0.05775855124
410	0.05768775455
411	0.05763672007
412	0.05760546343
413	0.05755995848
414	0.05749091224
415	0.05745147197
416	0.05739852214
417	0.05733791317
418	0.05724321489
419	0.0571856987
420	0.05713710686
421	0.05708980059
422	0.05703999602
423	0.05699206043
424	0.05694284906
425	0.0568880034
426	0.05679865458
427	0.05672817128
428	0.05666240386
429	0.05659576697
430	0.0564686878
431	0.0564269678
432	0.05638484329
433	0.05630291873
434	0.0562583129
435	0.05619504834
436	0.05615191168
437	0.05609117681
438	0.05605274789
439	0.05599292201
440	0.05593612199
441	0.05587346021
442	0.0558288129
443	0.05576581911
444	0.05570923601
445	0.05566242637
446	0.05557268492
447	0.05549678471
448	0.05542611754
449	0.05537491355
450	0.05533366986
451	0.05524932375
452	0.05519154067
453	0.05513534812
454	0.05506353976
455	0.05500461909
456	0.05496415688
457	0.05490473091
458	0.05486981706
459	0.05481564968
460	0.0547527908
461	0.05472056704
462	0.05466655027
463	0.05460009294
464	0.05453547674
465	0.05448896596
466	0.05443201744
467	0.05440202623
468	0.05435833179
469	0.05433037931
470	0.05429824143
471	0.05425753558
472	0.05420763365
473	0.05415962507
474	0.05412476861
475	0.05408413343
476	0.05403165168
477	0.05399456001
478	0.05395272105
479	0.05392056335
480	0.05387268154
481	0.05380985598
482	0.05374369802
483	0.05366420972
484	0.05363021724
485	0.05359745388
486	0.05355024346
487	0.05349666744
488	0.05343959122
489	0.05340872862
490	0.05335268357
491	0.05331471048
492	0.05324881366
493	0.0531940102
494	0.05313031276
495	0.05308332892
496	0.05302831329
497	0.05296887583
498	0.05293983369
499	0.05287572132
500	0.05283229767
501	0.05276773931
502	0.05272168352
503	0.05269167087
504	0.05261234886
505	0.05255067086
506	0.05249749562
507	0.05242330354
508	0.05236860688
509	0.05233329316
510	0.05228049578
511	0.05221624658
512	0.05218879592
513	0.05214747974
514	0.0520873963
515	0.05203036539
516	0.0519680085
517	0.05192609155
518	0.05189518795
519	0.05186041891
520	0.05181405682
521	0.05175761592
522	0.0517025875
523	0.0516564347
524	0.05160677405
525	0.05157442281
526	0.05153717991
527	0.05148754877
528	0.05145175666
529	0.05140013725
530	0.05137053688
531	0.05130521028
532	0.0512521118
533	0.05122168112
534	0.05115597287
535	0.05109562054
536	0.05103723558
537	0.05101539918
538	0.05097906802
539	0.0509409885
540	0.05090371249
541	0.05084858457
542	0.05079655621
543	0.05071148098
544	0.05066871948
545	0.05059315265
546	0.05056090102
547	0.05049869756
548	0.05045657605
549	0.05040114087
550	0.05036351782
551	0.05032080279
552	0.05027363032
553	0.05022820921
554	0.05019065393
555	0.05015678503
556	0.05013114241
557	0.05008869144
558	0.05006834849
559	0.05003241738
560	0.04999010454
561	0.04995845551
562	0.04990767787
563	0.0498754563
564	0.04983202809
565	0.04981759888
566	0.04976970083
567	0.04973798782
568	0.04969189062
569	0.04962822995
570	0.04958153211
571	0.04953207663
572	0.0494714652
573	0.0494155612
574	0.0493457421
575	0.04929726183
576	0.0492466418
577	0.04920650668
578	0.0491676068
579	0.04911625082
580	0.04907586786
581	0.04905371158
582	0.0490261964
583	0.04898087325
584	0.04893504157
585	0.04889689881
586	0.04887267186
587	0.04881902055
588	0.0487881392
589	0.04874938469
590	0.04869957496
591	0.04865090929
592	0.04861062731
593	0.04856945521
594	0.0485245864
595	0.04848801788
596	0.04844938708
597	0.04837664449
598	0.0483412364
599	0.04828237879
600	0.04826129036
601	0.048228096
602	0.04820198624
603	0.04816320513
604	0.04811447384
605	0.04804123524
606	0.04802196287
607	0.04798797988
608	0.04794347651
609	0.04790194836
610	0.04786586639
611	0.04780636947
612	0.04777836435
613	0.04775047207
614	0.04771358115
615	0.04767794208
616	0.04762857443
617	0.04757852527
618	0.04753858553
619	0.04750025747
620	0.04747008475
621	0.04743834409
622	0.04738575366
623	0.04735940447
624	0.0473056184
625	0.04725995384
626	0.04720628894
627	0.0471599502
628	0.04713290015
629	0.04709021866
630	0.04706262288
631	0.04701476691
632	0.04696203774
633	0.04694057567
634	0.04691201071
635	0.04686122796
636	0.04682901713
637	0.04681272874
638	0.04678118484
639	0.04673888987
640	0.04669665207
641	0.04664951404
642	0.04661031734
643	0.04656336262
644	0.04654757926
645	0.04651349485
646	0.04648056491
647	0.0464496733
648	0.04643520096
649	0.04640076766
650	0.04634723583
651	0.0463236645
652	0.04627720115
653	0.04626088757
654	0.04622609107
655	0.04619493038
656	0.04616508557
657	0.04612641637
658	0.04609963747
659	0.04607444157
660	0.0460423621
661	0.04600294036
662	0.04597535975
663	0.04593190467
664	0.04590088648
665	0.04586472128
666	0.04583178292
667	0.04579472518
668	0.04575295247
669	0.04571274226
670	0.04568519691
671	0.04565518113
672	0.04559508521
673	0.04556608091
674	0.04553680125
675	0.04549425293
676	0.0454581756
677	0.04541429552
678	0.04535625481
679	0.0453324725
680	0.04527882489
681	0.04525482795
682	0.04522110644
683	0.0451931299
684	0.04516128495
685	0.04512460025
686	0.04509322738
687	0.04507093852
688	0.04504531888
689	0.04500619485
690	0.04498741139
691	0.04495432669
692	0.04493175755
693	0.04490827688
694	0.04486773147
695	0.044842162
696	0.04481621969
697	0.04479118326
698	0.04474440175
699	0.0447242462
700	0.0446785767
701	0.04465629995
702	0.04460705156
703	0.04456329398
704	0.04452566212
705	0.04447982503
706	0.04442603173
707	0.0443964959
708	0.04437181653
709	0.04433665476
710	0.04430073023
711	0.04423435451
712	0.04420881445
713	0.04416025289
714	0.04413175958
715	0.04408107134
716	0.04405068085
717	0.04402549167
718	0.04397865789
719	0.04394644672
720	0.04390135605
721	0.04386214533
722	0.04383405197
723	0.04380154816
724	0.04377147093
725	0.04373412982
726	0.04370765835
727	0.04368917811
728	0.04367303671
729	0.0436407726
730	0.04362182588
731	0.0435999501
732	0.04356307587
733	0.04352724657
734	0.04348819757
735	0.04346319209
736	0.04343166403
737	0.04340800546
738	0.04337185303
739	0.04332354466
740	0.04328771773
741	0.04325613754
742	0.04322414972
743	0.04320839287
744	0.04319211636
745	0.04316629076
746	0.04312859815
747	0.0431008949
748	0.04306943996
749	0.04301723953
750	0.04299200145
751	0.04294163768
752	0.04291032457
753	0.04285448734
754	0.04281633517
755	0.04275908581
756	0.04271631476
757	0.04268817896
758	0.0426626886
759	0.04262078154
760	0.04259870021
761	0.04256246692
762	0.04253531167
763	0.04250481731
764	0.04247968277
765	0.04245015334
766	0.04242381426
767	0.04237723296
768	0.04233348353
769	0.04231277099
770	0.04228122713
771	0.04224942005
772	0.04222684854
773	0.04219085574
774	0.04215777008
775	0.04211831072
776	0.04206819893
777	0.04202635487
778	0.04200157839
779	0.04198889729
780	0.04196488884
781	0.0419310694
782	0.04190553756
783	0.04186718137
784	0.04184125455
785	0.04179656297
786	0.04177686206
787	0.04175279234
788	0.04171609822
789	0.04168527608
790	0.04164261301
791	0.04162067533
792	0.04157526091
793	0.04152964051
794	0.04150799396
795	0.04148316673
796	0.04143712992
797	0.04140355442
798	0.04134655002
799	0.04131268653
